order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
SO - 0007678,2014-02-10,NARS Group,Wholesale,Product 4,6,1072.0,6432.0,857.6,VA,Virginia,South,39.11566,-77.5636,,5145.6,1286.3999999999996,19.999999999999996,February,2,2014-02
SO - 0008342,2014-02-10,Johnson Ltd,Distributor,Product 2,8,1728.6000000000001,13828.800000000001,1417.452,VA,Virginia,South,38.84039,-77.42888,,11339.616,2489.184000000001,18.000000000000007,February,2,2014-02
SO - 000761,2014-02-10,Dazzlesphe Corp,Wholesale,Product 26,10,234.5,2345.0,126.63000000000001,NJ,New Jersey,Northeast,40.69527,-74.26908,,1266.3000000000002,1078.6999999999998,45.99999999999999,February,2,2014-02
SO - 0002789,2014-02-10,Colgate-Pa Group,Wholesale,Product 15,11,3839.1,42230.1,1650.8129999999999,FL,Florida,South,28.80055,-81.27312,,18158.943,24071.157,56.99999999999999,February,2,2014-02
SO - 0003407,2014-02-10,Linklinks Ltd,Wholesale,Product 25,10,261.3,2613.0,198.58800000000002,CA,California,West,34.69804,-118.13674,,1985.88,627.1199999999999,23.999999999999996,February,2,2014-02
SO - 0004243,2014-02-10,Avavee Group,Wholesale,Product 19,12,5842.400000000001,70108.8,4790.768,IN,Indiana,Midwest,39.58265,-86.095,,57489.216,12619.584000000003,18.000000000000004,February,2,2014-02
SO - 0004768,2014-02-10,Bath Group,Wholesale,Product 29,12,783.9,9406.8,501.69599999999997,CA,California,West,38.67796,-121.17606,,6020.352,3386.4479999999994,36.0,February,2,2014-02
SO - 0005912,2014-02-10,Kare Corp,Wholesale,Product 14,12,214.4,2572.8,150.07999999999998,FL,Florida,South,26.33981,-81.7787,,1800.9599999999998,771.8400000000004,30.00000000000001,February,2,2014-02
SO - 0006948,2014-02-10,Zooveo Company,Wholesale,Product 14,11,1943.0,21373.0,1262.95,FL,Florida,South,27.77086,-82.67927,,13892.45,7480.549999999999,35.0,February,2,2014-02
SO - 0007999,2014-02-10,Blogtags Ltd,Distributor,Product 14,11,777.2,8549.2,606.216,TX,Texas,South,29.4724,-98.52514,,6668.376,1880.8240000000005,22.000000000000004,February,2,2014-02
SO - 0008278,2014-02-10,Skiptube Ltd,Distributor,Product 25,11,964.8000000000001,10612.800000000001,685.008,TN,Tennessee,South,35.96064,-83.92074,,7535.088000000001,3077.7120000000004,29.000000000000004,February,2,2014-02
SO - 0001337,2014-02-10,Meejo Corp,Wholesale,Product 20,6,268.0,1608.0,125.96,CA,California,West,36.33023,-119.29206,,755.76,852.24,53.0,February,2,2014-02
SO - 0001706,2014-02-10,Roberts Company,Wholesale,Product 21,7,1949.7,13647.9,1052.8380000000002,CA,California,West,38.4088,-121.37162,,7369.866000000002,6278.033999999998,45.999999999999986,February,2,2014-02
SO - 0001725,2014-02-10,Mita Corp,Wholesale,Product 15,8,6525.8,52206.4,2806.094,GA,Georgia,South,32.5971,-83.65394,,22448.752,29757.648,56.99999999999999,February,2,2014-02
SO - 0003979,2014-02-10,Twinte Group,Wholesale,Product 18,7,268.0,1876.0,227.79999999999998,NY,New York,Northeast,40.84989,-72.46349,,1594.6,281.4000000000001,15.000000000000005,February,2,2014-02
SO - 0004801,2014-02-10,Twitterbri Ltd,Wholesale,Product 5,5,241.20000000000002,1206.0,106.12800000000001,WA,Washington,West,47.61038,-122.20068,,530.6400000000001,675.3599999999999,55.99999999999999,February,2,2014-02
SO - 0004909,2014-02-10,Wordtune Company,Wholesale,Product 16,12,234.5,2814.0,143.045,MO,Missouri,Midwest,38.80033,-90.62651,,1716.54,1097.46,39.0,February,2,2014-02
SO - 0005587,2014-02-10,Roomm Company,Export,Product 18,6,2572.8,15436.800000000001,2186.88,IN,Indiana,Midwest,41.58533,-87.35516,,13121.28,2315.5200000000004,15.000000000000002,February,2,2014-02
SO - 0010312,2014-02-10,Holston Company,Wholesale,Product 11,12,1058.6000000000001,12703.2,508.12800000000004,CT,Connecticut,Northeast,41.05343,-73.53873,,6097.536,6605.664000000001,52.0,February,2,2014-02
SO - 0009368,2014-02-10,Camido Company,Wholesale,Product 3,6,1983.2,11899.2,1269.248,CO,Colorado,West,39.70471,-105.08137,,7615.488,4283.712,36.00000000000001,February,2,2014-02
SO - 0008325,2014-02-10,NARS Group,Distributor,Product 25,12,1172.5,14070.0,539.35,NV,Nevada,West,36.09719,-115.14666,,6472.200000000001,7597.799999999999,53.99999999999999,February,2,2014-02
SO - 0002218,2014-02-10,H Ltd,Wholesale,Product 23,6,931.3000000000001,5587.8,577.4060000000001,NY,New York,Northeast,41.02928,-73.84285,,3464.4360000000006,2123.3639999999996,37.999999999999986,February,2,2014-02
SO - 0002319,2014-02-10,Zoovu Corp,Wholesale,Product 30,6,850.9,5105.4,646.684,CA,California,West,34.1064,-117.59311,,3880.104,1225.2959999999998,24.0,February,2,2014-02
SO - 0002642,2014-02-10,Cogidoo Company,Distributor,Product 22,6,904.5,5427.0,452.25,NJ,New Jersey,Northeast,40.85677,-74.12848,,2713.5,2713.5,50.0,February,2,2014-02
SO - 0002724,2014-02-10,Epic Group,Wholesale,Product 2,5,234.5,1172.5,117.25,CA,California,West,34.14778,-118.14452,,586.25,586.25,50.0,February,2,2014-02
SO - 0004096,2014-02-10,EMD Group,Wholesale,Product 15,10,6351.6,63516.0,3048.768,CT,Connecticut,Northeast,41.20569,-73.12799,,30487.68,33028.32,52.0,February,2,2014-02
SO - 0007363,2014-02-10,Ascend Ltd,Distributor,Product 2,11,1929.6000000000001,21225.600000000002,868.32,IN,Indiana,Midwest,41.68199,-85.97667,,9551.52,11674.080000000002,55.00000000000001,February,2,2014-02
SO - 0007955,2014-02-10,Pixoboo Corp,Wholesale,Product 27,10,174.20000000000002,1742.0000000000002,85.358,FL,Florida,South,25.67927,-80.31727,,853.58,888.4200000000002,51.0,February,2,2014-02
SO - 0010021,2014-02-10,Chatterpoi Corp,Distributor,Product 1,9,1072.0,9648.0,493.12,TX,Texas,South,29.30139,-94.79778,,4438.08,5209.92,54.0,February,2,2014-02
SO - 0008437,2014-02-10,Wordpedia Ltd,Export,Product 18,9,958.1,8622.9,479.05,NH,New Hampshire,Northeast,42.99564,-71.45479,,4311.45,4311.45,50.0,February,2,2014-02
SO - 0010446,2014-02-10,Vinte Group,Wholesale,Product 15,6,4013.3,24079.800000000003,3130.3740000000003,MT,Montana,West,46.87215,-113.994,,18782.244000000002,5297.5560000000005,22.0,February,2,2014-02
SO - 0009009,2014-02-10,Voonyx Group,Wholesale,Product 15,5,2378.5,11892.5,1902.8000000000002,TN,Tennessee,South,36.52977,-87.35945,,9514.0,2378.5,20.0,February,2,2014-02
SO - 0010266,2014-02-10,Dazzlesphe Corp,Distributor,Product 4,9,3979.8,35818.200000000004,1830.708,FL,Florida,South,26.23786,-80.12477,,16476.372,19341.828000000005,54.0,February,2,2014-02
SO - 0010025,2014-02-10,State Ltd,Wholesale,Product 28,10,3999.9,39999.0,2999.925,FL,Florida,South,25.67149,-80.4445,,29999.25,9999.75,25.0,February,2,2014-02
SO - 0009798,2014-02-10,Mycone Ltd,Wholesale,Product 8,6,723.6,4341.6,586.1160000000001,TX,Texas,South,35.19988,-101.8302,,3516.696000000001,824.9039999999995,18.99999999999999,February,2,2014-02
SO - 0003330,2014-02-11,Walgreen Corp,Export,Product 5,9,1306.5,11758.5,535.665,PA,Pennsylvania,Northeast,40.02991,-75.27897,,4820.985,6937.515,59.00000000000001,February,2,2014-02
SO - 0004404,2014-02-11,Realbridge Corp,Wholesale,Product 6,6,3906.1,23436.6,2031.172,PA,Pennsylvania,Northeast,40.10622,-74.94364,,12187.032,11249.568,48.0,February,2,2014-02
SO - 0004681,2014-02-11,Trunyx Ltd,Distributor,Product 5,11,5045.1,55496.100000000006,3027.06,SC,South Carolina,South,32.91782,-80.06503,,33297.659999999996,22198.44000000001,40.000000000000014,February,2,2014-02
SO - 0006238,2014-02-11,Golden Corp,Wholesale,Product 26,9,2338.3,21044.7,1286.0650000000003,NJ,New Jersey,Northeast,39.99426,-74.16615,,11574.585000000003,9470.114999999998,44.99999999999999,February,2,2014-02
SO - 0007680,2014-02-11,Fred's Company,Wholesale,Product 3,11,1755.4,19309.4,754.822,IN,Indiana,Midwest,39.67674,-86.15616,,8303.042,11006.358000000002,57.00000000000001,February,2,2014-02
SO - 0007828,2014-02-11,Internatio Company,Export,Product 25,10,3470.6,34706.0,2845.892,ID,Idaho,West,42.87158,-112.46556,,28458.92,6247.080000000002,18.000000000000004,February,2,2014-02
SO - 0001177,2014-02-11,Cogidoo Company,Distributor,Product 4,12,5775.400000000001,69304.8,4273.796,MO,Missouri,Midwest,37.19415,-93.2913,,51285.552,18019.248,26.0,February,2,2014-02
SO - 0001941,2014-02-11,Browsebug Company,Distributor,Product 5,12,1038.5,12462.0,581.5600000000001,CA,California,West,33.74752,-116.97197,,6978.720000000001,5483.279999999999,43.999999999999986,February,2,2014-02
SO - 0004691,2014-02-11,General Company,Distributor,Product 12,5,3242.8,16214.0,2561.8120000000004,CO,Colorado,West,39.57916,-104.87692,,12809.060000000001,3404.9399999999987,20.99999999999999,February,2,2014-02
SO - 0004704,2014-02-11,Cadila Ltd,Distributor,Product 9,8,1212.7,9701.6,933.7790000000001,NY,New York,Northeast,40.83722,-73.88611,,7470.232000000001,2231.3679999999995,22.999999999999993,February,2,2014-02
SO - 0006212,2014-02-11,CLINIQUE Ltd,Wholesale,Product 13,7,1011.7,7081.900000000001,839.711,CA,California,West,36.82523,-119.70292,,5877.977,1203.9230000000007,17.00000000000001,February,2,2014-02
SO - 0006753,2014-02-11,Flipstorm Group,Wholesale,Product 4,10,737.0,7370.0,449.57,IA,Iowa,Midwest,42.49567,-96.39053,,4495.7,2874.3,39.0,February,2,2014-02
SO - 0009945,2014-02-11,Vimbo Company,Distributor,Product 5,8,3879.3,31034.4,1784.478,AZ,Arizona,West,33.41477,-111.90931,,14275.824,16758.576,54.0,February,2,2014-02
SO - 0008980,2014-02-11,SAFEWAY Ltd,Wholesale,Product 25,8,1855.9,14847.2,1280.571,NJ,New Jersey,Northeast,40.48622,-74.45182,,10244.568,4602.632000000001,31.000000000000007,February,2,2014-02
SO - 0010149,2014-02-11,Voolith Ltd,Wholesale,Product 10,10,1139.0,11390.0,911.2,IN,Indiana,Midwest,39.96392,-85.92802,,9112.0,2278.0,20.0,February,2,2014-02
SO - 0008129,2014-02-11,Z.H.T. Group,Wholesale,Product 19,5,3517.5,17587.5,2778.8250000000003,NM,New Mexico,West,32.31232,-106.77834,,13894.125000000002,3693.374999999998,20.99999999999999,February,2,2014-02
SO - 0001979,2014-02-11,Yombu Corp,Distributor,Product 2,12,1835.8,22029.6,1193.27,IL,Illinois,Midwest,41.68774,-87.85,,14319.24,7710.359999999999,35.0,February,2,2014-02
SO - 0004264,2014-02-11,NARS Group,Wholesale,Product 25,12,3865.9,46390.8,1739.655,IL,Illinois,Midwest,41.84559,-87.75394,,20875.86,25514.940000000002,55.00000000000001,February,2,2014-02
SO - 0006303,2014-02-11,Twimbo Company,Distributor,Product 14,9,1072.0,9648.0,728.96,OH,Ohio,Midwest,40.8686,-81.36892,,6560.64,3087.3599999999997,31.999999999999996,February,2,2014-02
SO - 0006592,2014-02-11,Kaymbo Company,Wholesale,Product 26,5,1922.9,9614.5,1211.4270000000001,NY,New York,Northeast,40.93121,-73.89875,,6057.135,3557.365,37.0,February,2,2014-02
SO - 0007313,2014-02-11,Tekfly Group,Wholesale,Product 30,7,3262.9,22840.3,2349.288,MD,Maryland,South,39.17316,-77.27165,,16445.016,6395.284,27.999999999999996,February,2,2014-02
SO - 0009403,2014-02-11,Deseret Group,Distributor,Product 13,9,971.5,8743.5,709.1949999999999,IA,Iowa,Midwest,41.72971,-93.60577,,6382.754999999999,2360.745000000001,27.000000000000007,February,2,2014-02
SO - 0002165,2014-02-11,Internatio Company,Wholesale,Product 15,7,3484.0,24388.0,1532.96,CA,California,West,37.54827,-121.98857,,10730.720000000001,13657.279999999999,55.99999999999999,February,2,2014-02
SO - 0002450,2014-02-11,Mycone Ltd,Export,Product 27,7,991.6,6941.2,664.3720000000001,MA,Massachusetts,Northeast,42.37649,-71.23561,,4650.604,2290.5959999999995,32.99999999999999,February,2,2014-02
SO - 0005251,2014-02-11,Topiczoom Corp,Export,Product 5,5,837.5,4187.5,502.5,IL,Illinois,Midwest,40.53839,-88.98528,,2512.5,1675.0,40.0,February,2,2014-02
SO - 0006669,2014-02-11,Brightdog Corp,Distributor,Product 3,9,790.6,7115.400000000001,347.86400000000003,GA,Georgia,South,34.03945,-84.35095,,3130.7760000000003,3984.6240000000003,55.99999999999999,February,2,2014-02
SO - 0007848,2014-02-11,Holston Company,Wholesale,Product 6,8,1909.5,15276.0,1279.365,MO,Missouri,Midwest,38.95171,-92.33407,,10234.92,5041.08,33.0,February,2,2014-02
SO - 000238,2014-02-11,Sanum-Kehl Group,Wholesale,Product 1,9,737.0,6633.0,456.94,MI,Michigan,Midwest,42.47337,-83.22187,,4112.46,2520.54,38.0,February,2,2014-02
SO - 0001339,2014-02-11,Chatterpoi Corp,Wholesale,Product 14,6,2653.2000000000003,15919.2,1538.856,KY,Kentucky,South,37.77422,-87.11333,,9233.136,6686.064,42.0,February,2,2014-02
SO - 0005434,2014-02-11,Bath Group,Wholesale,Product 23,9,6344.900000000001,57104.100000000006,4124.185,NJ,New Jersey,Northeast,40.18205,-74.19852,,37117.665,19986.435000000005,35.0,February,2,2014-02
SO - 0006139,2014-02-11,Dazzlesphe Corp,Distributor,Product 15,7,3865.9,27061.3,1700.996,CA,California,West,34.0739,-117.31365,,11906.972000000002,15154.327999999998,55.99999999999999,February,2,2014-02
SO - 0006658,2014-02-11,Twimbo Company,Wholesale,Product 10,7,1809.0,12663.0,1139.67,FL,Florida,South,26.62535,-81.6248,,7977.6900000000005,4685.3099999999995,36.99999999999999,February,2,2014-02
SO - 0006862,2014-02-11,Realbuzz Ltd,Wholesale,Product 27,9,1273.0,11457.0,1069.32,ND,North Dakota,Midwest,46.80833,-100.78374,,9623.88,1833.1200000000008,16.000000000000007,February,2,2014-02
SO - 0007620,2014-02-11,Pacific Ltd,Distributor,Product 6,9,1963.1000000000001,17667.9,1629.373,NV,Nevada,West,39.534909999999996,-119.75269,,14664.357,3003.5430000000015,17.000000000000007,February,2,2014-02
SO - 0008539,2014-02-11,Twimbo Company,Wholesale,Product 13,12,1949.7,23396.4,1267.305,PA,Pennsylvania,Northeast,42.08594,-80.1199,,15207.66,8188.740000000002,35.0,February,2,2014-02
SO - 0009272,2014-02-11,Terumo Corp,Distributor,Product 3,5,5902.7,29513.5,2420.107,MO,Missouri,Midwest,39.12513,-94.55103,,12100.535,17412.965,59.0,February,2,2014-02
SO - 0008360,2014-02-11,Terumo Corp,Export,Product 25,8,6231.0,49848.0,3177.81,CA,California,West,34.0739,-117.31365,,25422.48,24425.52,49.0,February,2,2014-02
SO - 0001005,2014-02-11,Browsebug Company,Wholesale,Product 6,12,3832.4,45988.8,2682.68,NC,North Carolina,South,35.8306,-78.64177,,32192.159999999996,13796.640000000007,30.00000000000001,February,2,2014-02
SO - 0001313,2014-02-11,Zoonoodle Ltd,Wholesale,Product 12,9,180.9,1628.1000000000001,85.023,TX,Texas,South,29.55576,-95.32307,,765.207,862.8930000000001,53.0,February,2,2014-02
SO - 0001693,2014-02-11,Buzzbean Group,Wholesale,Product 4,9,5983.1,53847.9,2393.2400000000002,WA,Washington,West,47.38093,-122.23484,,21539.160000000003,32308.739999999998,60.0,February,2,2014-02
SO - 0004861,2014-02-11,Realbridge Corp,Distributor,Product 3,7,891.1,6237.7,499.0160000000001,MO,Missouri,Midwest,38.78922,-90.32261,,3493.1120000000005,2744.5879999999993,43.999999999999986,February,2,2014-02
SO - 0004979,2014-02-11,Vimbo Company,Wholesale,Product 29,10,174.20000000000002,1742.0000000000002,90.58400000000002,MA,Massachusetts,Northeast,42.3751,-71.10561,,905.8400000000001,836.1600000000001,48.0,February,2,2014-02
SO - 0006009,2014-02-11,Wise Company,Wholesale,Product 18,11,2860.9,31469.9,2288.7200000000003,NY,New York,Northeast,40.80336,-73.6784,,25175.920000000002,6293.98,20.0,February,2,2014-02
SO - 0010655,2014-02-11,Aimbo Corp,Distributor,Product 3,7,2351.7000000000003,16461.9,1787.2920000000001,CO,Colorado,West,40.39776,-105.07498,,12511.044000000002,3950.8559999999998,23.999999999999996,February,2,2014-02
SO - 0009545,2014-02-11,Kazu Corp,Wholesale,Product 30,5,3839.1,19195.5,2956.107,MI,Michigan,Midwest,42.66198,-83.38792,,14780.535,4414.965,23.0,February,2,2014-02
SO - 0008356,2014-02-11,Rochester Group,Distributor,Product 16,12,3845.8,46149.600000000006,1615.236,IN,Indiana,Midwest,38.31527,-85.83185,,19382.832000000002,26766.768000000004,57.99999999999999,February,2,2014-02
SO - 000531,2014-02-12,Kaymbo Company,Wholesale,Product 2,6,1172.5,7035.0,809.025,IN,Indiana,Midwest,40.47811,-86.95599,,4854.15,2180.8500000000004,31.000000000000007,February,2,2014-02
SO - 0002336,2014-02-12,Podcat Corp,Distributor,Product 1,9,3457.2000000000003,31114.800000000003,1452.0240000000001,GA,Georgia,South,33.9526,-84.54993,,13068.216,18046.584000000003,58.00000000000001,February,2,2014-02
SO - 0003215,2014-02-12,Kazu Corp,Wholesale,Product 25,11,174.20000000000002,1916.2000000000003,127.16600000000001,FL,Florida,South,29.13832,-80.99561,,1398.826,517.3740000000003,27.000000000000007,February,2,2014-02
SO - 0005128,2014-02-12,Shuffledri Group,Distributor,Product 26,5,227.8,1139.0,161.738,FL,Florida,South,25.77288,-80.34783,,808.69,330.30999999999995,28.999999999999993,February,2,2014-02
SO - 0005510,2014-02-12,Shuffledri Group,Wholesale,Product 7,9,1876.0,16884.0,1275.68,IL,Illinois,Midwest,41.60815,-87.85929,,11481.12,5402.879999999999,31.999999999999996,February,2,2014-02
SO - 0008076,2014-02-12,Skyvu Group,Wholesale,Product 2,5,1038.5,5192.5,664.64,RI,Rhode Island,Northeast,41.87871,-71.38256,,3323.2,1869.3000000000002,36.00000000000001,February,2,2014-02
SO - 0009128,2014-02-12,Muxo Group,Wholesale,Product 16,9,1862.6000000000001,16763.4,1564.584,GA,Georgia,South,33.92427,-84.37854,,14081.256000000001,2682.1440000000002,16.0,February,2,2014-02
SO - 0001350,2014-02-12,Cadila Ltd,Export,Product 5,8,187.6,1500.8,121.94,CA,California,West,37.00578,-121.56828,,975.52,525.28,35.0,February,2,2014-02
SO - 0001374,2014-02-12,Realpoint Corp,Wholesale,Product 16,7,2391.9,16743.3,1770.006,NC,North Carolina,South,35.78088,-78.81327,,12390.042000000001,4353.257999999998,25.99999999999999,February,2,2014-02
SO - 0001631,2014-02-12,Quaxo Ltd,Wholesale,Product 18,8,3919.5,31356.0,2900.43,NC,North Carolina,South,35.22709,-80.84313,,23203.44,8152.560000000001,26.000000000000007,February,2,2014-02
SO - 0002800,2014-02-12,Divanoodle Ltd,Wholesale,Product 26,6,1098.8,6592.799999999999,549.4,OH,Ohio,Midwest,39.75895,-84.19161,,3296.3999999999996,3296.3999999999996,50.0,February,2,2014-02
SO - 0005041,2014-02-12,Podcat Corp,Distributor,Product 26,11,1045.2,11497.2,543.504,IL,Illinois,Midwest,41.88503,-87.7845,,5978.544,5518.656000000001,48.00000000000001,February,2,2014-02
SO - 0005959,2014-02-12,Jayo Company,Wholesale,Product 26,11,1112.2,12234.2,567.222,CA,California,West,34.08529,-117.9609,,6239.442,5994.758000000001,49.00000000000001,February,2,2014-02
SO - 0008007,2014-02-12,SUPERVALU Ltd,Wholesale,Product 23,9,3953.0,35577.0,2688.0400000000004,IL,Illinois,Midwest,41.67577,-88.31799,,24192.360000000004,11384.639999999996,31.99999999999999,February,2,2014-02
SO - 0009701,2014-02-12,Wordware Company,Distributor,Product 21,12,1145.7,13748.400000000001,756.162,OH,Ohio,Midwest,39.62657,-84.26395,,9073.944,4674.456000000002,34.00000000000001,February,2,2014-02
SO - 000292,2014-02-12,Epic Group,Distributor,Product 25,6,1025.1000000000001,6150.6,440.79300000000006,MA,Massachusetts,Northeast,42.10148,-72.58981,,2644.7580000000003,3505.842,56.99999999999999,February,2,2014-02
SO - 0003362,2014-02-12,Bath Group,Wholesale,Product 10,9,2318.2000000000003,20863.800000000003,1669.104,IN,Indiana,Midwest,39.11904,-86.51979,,15021.936,5841.864000000003,28.000000000000014,February,2,2014-02
SO - 0008828,2014-02-12,Vitz Company,Export,Product 4,9,1695.1000000000001,15255.900000000001,678.0400000000001,SC,South Carolina,South,34.85262,-82.39401,,6102.360000000001,9153.54,60.0,February,2,2014-02
SO - 0009118,2014-02-12,Skidoo Company,Wholesale,Product 14,9,2505.8,22552.2,1303.016,KS,Kansas,Midwest,39.11417,-94.62746,,11727.144,10825.056,48.0,February,2,2014-02
SO - 0009437,2014-02-12,Twimbo Company,Distributor,Product 14,9,1072.0,9648.0,728.96,TX,Texas,South,30.08605,-94.10185,,6560.64,3087.3599999999997,31.999999999999996,February,2,2014-02
SO - 0010075,2014-02-12,Tagfeed Ltd,Wholesale,Product 14,6,2633.1,15798.599999999999,1079.571,IA,Iowa,Midwest,41.72971,-93.60577,,6477.4259999999995,9321.173999999999,59.0,February,2,2014-02
SO - 000209,2014-02-12,Brainspher Ltd,Wholesale,Product 3,6,1058.6000000000001,6351.6,772.7780000000001,CA,California,West,38.02798,-121.88468,,4636.668000000001,1714.9319999999998,26.999999999999996,February,2,2014-02
SO - 0001475,2014-02-12,US Ltd,Wholesale,Product 6,8,1306.5,10452.0,940.68,CA,California,West,33.76696,-118.18923,,7525.44,2926.5600000000004,28.000000000000004,February,2,2014-02
SO - 0001530,2014-02-12,Vitz Company,Wholesale,Product 6,5,871.0,4355.0,705.51,NJ,New Jersey,Northeast,40.78788,-74.01431,,3527.55,827.4499999999998,18.999999999999993,February,2,2014-02
SO - 0004234,2014-02-12,Jabbercube Corp,Wholesale,Product 5,6,1996.6000000000001,11979.6,1257.8580000000002,CA,California,West,37.30216,-120.48297,,7547.148000000001,4432.451999999999,36.99999999999999,February,2,2014-02
SO - 0008296,2014-02-12,Rooxo Company,Distributor,Product 3,9,207.70000000000002,1869.3000000000002,97.619,CO,Colorado,West,40.58526,-105.08442,,878.571,990.7290000000002,53.0,February,2,2014-02
SO - 000140,2014-02-12,Aldi Ltd,Wholesale,Product 26,9,1132.3,10190.699999999999,486.88899999999995,CA,California,West,33.70918,-117.95367,,4382.000999999999,5808.699,57.00000000000001,February,2,2014-02
SO - 0003461,2014-02-12,The Ltd,Wholesale,Product 19,9,3912.8,35215.200000000004,2543.32,IL,Illinois,Midwest,41.74917,-88.16202,,22889.88,12325.320000000003,35.0,February,2,2014-02
SO - 0004001,2014-02-12,Camido Company,Distributor,Product 17,6,3919.5,23517.0,1802.97,GA,Georgia,South,32.808840000000004,-83.69419,,10817.82,12699.18,54.0,February,2,2014-02
SO - 0005539,2014-02-12,Eidel Corp,Wholesale,Product 25,9,830.8000000000001,7477.200000000001,689.5640000000001,MN,Minnesota,Midwest,44.02163,-92.4699,,6206.076000000001,1271.1239999999998,16.999999999999996,February,2,2014-02
SO - 0005825,2014-02-12,Livepath Corp,Distributor,Product 3,12,1889.4,22672.800000000003,906.912,SC,South Carolina,South,32.91782,-80.06503,,10882.944,11789.856000000003,52.000000000000014,February,2,2014-02
SO - 0007004,2014-02-12,Yodoo Ltd,Wholesale,Product 2,10,1835.8,18358.0,1321.7759999999998,MD,Maryland,South,39.25066,-76.52052,,13217.759999999998,5140.240000000002,28.000000000000007,February,2,2014-02
SO - 0007031,2014-02-12,Topco Company,Distributor,Product 2,9,3323.2000000000003,29908.800000000003,1927.4560000000001,WA,Washington,West,47.68149,-122.20874,,17347.104,12561.696000000004,42.00000000000001,February,2,2014-02
SO - 0007048,2014-02-12,Blogspan Ltd,Wholesale,Product 13,9,3926.2000000000003,35335.8,1688.266,WA,Washington,West,47.64177,-122.0804,,15194.394,20141.406000000003,57.00000000000001,February,2,2014-02
SO - 0007575,2014-02-12,Remedy Ltd,Wholesale,Product 6,12,2579.5,30954.0,1212.365,MA,Massachusetts,Northeast,42.52787,-70.92866,,14548.380000000001,16405.62,52.99999999999999,February,2,2014-02
SO - 0007931,2014-02-12,CARDINAL Group,Export,Product 19,12,951.4,11416.8,694.5219999999999,IL,Illinois,Midwest,41.71087,-87.75811,,8334.264,3082.536,27.0,February,2,2014-02
SO - 0010297,2014-02-12,Realpoint Corp,Export,Product 15,9,1112.2,10009.800000000001,912.004,MI,Michigan,Midwest,42.65837,-83.14993,,8208.036,1801.764000000001,18.000000000000007,February,2,2014-02
SO - 0002530,2014-02-12,Fivebridge Ltd,Distributor,Product 3,6,1755.4,10532.400000000001,1228.78,MN,Minnesota,Midwest,44.85469,-93.47079,,7372.68,3159.720000000001,30.000000000000004,February,2,2014-02
SO - 0002796,2014-02-12,Realbuzz Ltd,Wholesale,Product 14,7,2559.4,17915.8,2047.5200000000002,CO,Colorado,West,39.688,-104.68974,,14332.640000000001,3583.159999999998,19.99999999999999,February,2,2014-02
SO - 0005487,2014-02-12,Zooxo Ltd,Wholesale,Product 14,10,1085.4,10854.0,716.3640000000001,TN,Tennessee,South,36.52977,-87.35945,,7163.640000000001,3690.3599999999988,33.99999999999999,February,2,2014-02
SO - 0006127,2014-02-12,SAFEWAY Ltd,Wholesale,Product 13,12,1132.3,13587.599999999999,611.442,IA,Iowa,Midwest,41.52364,-90.57764,,7337.304,6250.2959999999985,45.99999999999999,February,2,2014-02
SO - 0009843,2014-02-12,Talane Group,Distributor,Product 14,12,2284.7000000000003,27416.4,1690.678,MA,Massachusetts,Northeast,42.33176,-71.12116,,20288.136000000002,7128.263999999999,25.999999999999996,February,2,2014-02
SO - 0010684,2014-02-12,Centizu Company,Wholesale,Product 4,6,964.8000000000001,5788.8,578.88,AL,Alabama,South,34.69901,-86.67298,,3473.2799999999997,2315.5200000000004,40.00000000000001,February,2,2014-02
SO - 0009665,2014-02-12,Aromaticos Company,Wholesale,Product 2,7,1172.5,8207.5,621.4250000000001,CA,California,West,33.88946,-118.15979,,4349.975,3857.5249999999996,47.0,February,2,2014-02
SO - 000289,2014-02-13,Kazu Corp,Wholesale,Product 20,7,1996.6000000000001,13976.2,1397.6200000000001,OR,Oregon,West,42.32652,-122.87559,,9783.34,4192.860000000001,30.000000000000004,February,2,2014-02
SO - 0002721,2014-02-13,Quimm Company,Wholesale,Product 26,10,6311.400000000001,63114.00000000001,4986.006,IL,Illinois,Midwest,42.02911,-88.08951,,49860.060000000005,13253.940000000002,21.000000000000004,February,2,2014-02
SO - 0003944,2014-02-13,Cadila Ltd,Wholesale,Product 25,12,268.0,3216.0,171.52,OH,Ohio,Midwest,39.69599,-84.15044,,2058.2400000000002,1157.7599999999998,35.99999999999999,February,2,2014-02
SO - 0006288,2014-02-13,Realbridge Corp,Distributor,Product 6,9,1038.5,9346.5,571.1750000000001,IL,Illinois,Midwest,41.86177,-87.9761,,5140.575000000001,4205.924999999999,44.99999999999999,February,2,2014-02
SO - 0006474,2014-02-13,Devpoint Group,Distributor,Product 15,7,6217.6,43523.200000000004,4974.080000000001,CA,California,West,37.70215,-121.93579,,34818.560000000005,8704.64,19.999999999999996,February,2,2014-02
SO - 0007429,2014-02-13,American Corp,Wholesale,Product 3,6,3966.4,23798.4,2974.8,CO,Colorado,West,40.42331,-104.70913,,17848.800000000003,5949.5999999999985,24.999999999999993,February,2,2014-02
SO - 0007450,2014-02-13,Vinte Group,Distributor,Product 30,9,884.4,7959.599999999999,548.328,AZ,Arizona,West,33.7862,-112.30801,,4934.951999999999,3024.648,38.00000000000001,February,2,2014-02
